52,52256,EL ROSARIO
05,05697,EL SANTUARIO
52,52258,EL TABLÓN DE GÓMEZ
19,19256,EL TAMBO
52,52260,EL TAMBO
54,54250,EL TARRA
54,54261,EL ZULIA
41,41244,ELÍAS
68,68264,ENCINO
68,68266,ENCISO
05,05264,ENTRERRIOS
05,05266,ENVIGADO
73,73268,ESPINAL
25,25269,FACATATIVÁ
73,73270,FALAN
17,17272,FILADELFIA
63,63272,FILANDIA
15,15272,FIRAVITOBA
73,73275,FLANDES
18,18001,FLORENCIA
19,19290,FLORENCIA
15,15276,FLORESTA
68,68271,FLORIÁN
76,76275,FLORIDA
68,68276,FLORIDABLANCA
25,25279,FOMEQUE
44,44279,FONSECA
81,81300,FORTUL
25,25281,FOSCA
52,52520,FRANCISCO PIZARRO
05,05282,FREDONIA
73,73283,FRESNO
05,05284,FRONTINO
50,50287,FUENTE DE ORO
47,47288,FUNDACIÓN
52,52287,FUNES
25,25286,FUNZA
25,25288,FÚQUENE
25,25290,FUSAGASUGÁ
25,25293,GACHALA
25,25295,GACHANCIPÁ
15,15293,GACHANTIVÁ
25,25297,GACHETÁ
68,68296,GALÁN
08,08296,GALAPA
70,70235,GALERAS
25,25299,GAMA
20,20295,GAMARRA
68,68298,GAMBITA
15,15296,GAMEZA
15,15299,GARAGOA
41,41298,GARZÓN
63,63302,GÉNOVA
41,41306,GIGANTE
76,76306,GINEBRA
05,05306,GIRALDO
25,25307,GIRARDOT
05,05308,GIRARDOTA
68,68307,GIRÓN
05,05310,GÓMEZ PLATA
20,20310,GONZÁLEZ
54,54313,GRAMALOTE
05,05313,GRANADA
25,25312,GRANADA
50,50313,GRANADA
68,68318,GUACA
15,15317,GUACAMAYAS
76,76318,GUACARÍ
25,25317,GUACHETÁ
52,52317,GUACHUCAL
76,76111,GUADALAJARA DE BUGA
05,05315,GUADALUPE
41,41319,GUADALUPE
68,68320,GUADALUPE
25,25320,GUADUAS
52,52320,GUAITARILLA
52,52323,GUALMATÁN
47,47318,GUAMAL
50,50318,GUAMAL
73,73319,GUAMO
19,19318,GUAPI
68,68322,GUAPOTÁ
70,70265,GUARANDA
05,05318,GUARNE
25,25322,GUASCA
05,05321,GUATAPE
25,25324,GUATAQUÍ
25,25326,GUATAVITA
15,15322,GUATEQUE
66,66318,GUÁTICA
68,68324,GUAVATÁ
25,25328,GUAYABAL DE SIQUIMA
25,25335,GUAYABETAL
15,15325,GUAYATÁ
68,68327,GÜEPSA
15,15332,GÜICÁN
25,25339,GUTIÉRREZ
54,54344,HACARÍ
13,13300,HATILLO DE LOBA
68,68344,HATO
85,85125,HATO COROZAL
44,44378,HATONUEVO
05,05347,HELICONIA
54,54347,HERRÁN
73,73347,HERVEO
05,05353,HISPANIA
41,41349,HOBO
73,73349,HONDA
73,73001,IBAGUÉ
73,73352,ICONONZO
52,52352,ILES
52,52354,IMUÉS
94,94001,INÍRIDA
19,19355,INZÁ
52,52356,IPIALES
41,41357,IQUIRA
41,41359,ISNOS
27,27361,ISTMINA
05,05360,ITAGUI
05,05361,ITUANGO
15,15362,IZA
19,19364,JAMBALÓ
76,76364,JAMUNDÍ
05,05364,JARDÍN
15,15367,JENESANO
05,05368,JERICÓ
15,15368,JERICÓ
25,25368,JERUSALÉN
68,68368,JESÚS MARÍA
68,68370,JORDÁN
08,08372,JUAN DE ACOSTA
25,25372,JUNÍN
27,27372,JURADÓ
23,23350,LA APARTADA
41,41378,LA ARGENTINA
68,68377,LA BELLEZA
25,25377,LA CALERA
15,15380,LA CAPILLA
05,05376,LA CEJA
66,66383,LA CELIA
91,91405,LA CHORRERA
52,52378,LA CRUZ
76,76377,LA CUMBRE
17,17380,LA DORADA
54,54385,LA ESPERANZA
05,05380,LA ESTRELLA
52,52381,LA FLORIDA
20,20383,LA GLORIA
94,94885,LA GUADALUPE
20,20400,LA JAGUA DE IBIRICO
44,44420,LA JAGUA DEL PILAR
52,52385,LA LLANADA
50,50350,LA MACARENA
17,17388,LA MERCED
25,25386,LA MESA
18,18410,LA MONTAÑITA
25,25394,LA PALMA
20,20621,LA PAZ
68,68397,LA PAZ
91,91407,LA PEDRERA
25,25398,LA PEÑA
05,05390,LA PINTADA
41,41396,LA PLATA
54,54398,LA PLAYA
99,99524,LA PRIMAVERA
85,85136,LA SALINA
19,19392,LA SIERRA
63,63401,LA TEBAIDA
52,52390,LA TOLA
05,05400,LA UNIÓN
52,52399,LA UNIÓN
70,70400,LA UNIÓN
76,76400,LA UNIÓN
15,15403,LA UVITA
19,19397,LA VEGA
25,25402,LA VEGA
15,15401,LA VICTORIA
76,76403,LA VICTORIA
91,91430,LA VICTORIA
66,66400,LA VIRGINIA
54,54377,LABATECA
15,15377,LABRANZAGRANDE
68,68385,LANDÁZURI
68,68406,LEBRÍJA
86,86573,LEGUÍZAMO
52,52405,LEIVA
50,50400,LEJANÍAS
25,25407,LENGUAZAQUE
73,73408,LÉRIDA
91,91001,LETICIA
73,73411,LÍBANO
05,05411,LIBORINA
52,52411,LINARES
27,27413,LLORÓ
19,19418,LÓPEZ
23,23417,LORICA
52,52418,LOS ANDES
23,23419,LOS CÓRDOBAS
70,70418,LOS PALMITOS
54,54405,LOS PATIOS
68,68418,LOS SANTOS
54,54418,LOURDES
08,08421,LURUACO
15,15425,MACANAL
68,68425,MACARAVITA
05,05425,MACEO
25,25426,MACHETA
25,25430,MADRID
13,13430,MAGANGUÉ
52,52427,MAGÜI
13,13433,MAHATES
44,44430,MAICAO
70,70429,MAJAGUAL
68,68432,MÁLAGA
08,08433,MALAMBO
52,52435,MALLAMA
08,08436,MANATÍ
20,20443,MANAURE
44,44560,MANAURE
85,85139,MANÍ
17,17001,MANIZALES
25,25436,MANTA
17,17433,MANZANARES
50,50325,MAPIRIPÁN
94,94663,MAPIRIPANA
13,13440,MARGARITA
13,13442,MARÍA LA BAJA
05,05440,MARINILLA
15,15442,MARIPÍ
73,73443,MARIQUITA
17,17442,MARMATO
17,17444,MARQUETALIA
66,66440,MARSELLA
17,17446,MARULANDA
68,68444,MATANZA
05,05001,MEDELLÍN
25,25438,MEDINA
27,27425,MEDIO ATRATO
27,27430,MEDIO BAUDÓ
27,27450,MEDIO SAN JUAN
73,73449,MELGAR
19,19450,MERCADERES
50,50330,MESETAS
18,18460,MILÁN
15,15455,MIRAFLORES
95,95200,MIRAFLORES
19,19455,MIRANDA
91,91460,MIRITI - PARANÁ
66,66456,MISTRATÓ
97,97001,MITÚ
86,86001,MOCOA
68,68464,MOGOTES
68,68468,MOLAGAVITA
23,23464,MOMIL
13,13468,MOMPÓS
15,15464,MONGUA
15,15466,MONGUÍ
15,15469,MONIQUIRÁ
05,05467,MONTEBELLO
13,13458,MONTECRISTO
23,23466,MONTELÍBANO
63,63470,MONTENEGRO
23,23001,MONTERÍA
85,85162,MONTERREY
23,23500,MOÑITOS
13,13473,MORALES
19,19473,MORALES
18,18479,MORELIA
94,94888,MORICHAL
70,70473,MORROA
25,25473,MOSQUERA
52,52473,MOSQUERA
15,15476,MOTAVITA
73,73461,MURILLO
05,05475,MURINDÓ
05,05480,MUTATÁ
54,54480,MUTISCUA
15,15480,MUZO
05,05483,NARIÑO
25,25483,NARIÑO
52,52480,NARIÑO
41,41483,NÁTAGA
73,73483,NATAGAIMA
05,05495,NECHÍ
05,05490,NECOCLÍ
17,17486,NEIRA
41,41001,NEIVA
25,25486,NEMOCÓN
25,25488,NILO
25,25489,NIMAIMA
15,15491,NOBSA
25,25491,NOCAIMA
17,17495,NORCASIA
27,27491,NÓVITA
47,47460,NUEVA GRANADA
15,15494,NUEVO COLÓN
85,85225,NUNCHÍA
27,27495,NUQUÍ
76,76497,OBANDO
68,68498,OCAMONTE
54,54498,OCAÑA
68,68500,OIBA
15,15500,OICATÁ
05,05501,OLAYA
52,52490,OLAYA HERRERA
68,68502,ONZAGA
41,41503,OPORAPA
86,86320,ORITO
85,85230,OROCUÉ
73,73504,ORTEGA
52,52506,OSPINA
15,15507,OTANCHE
70,70508,OVEJAS
15,15511,PACHAVITA
25,25513,PACHO
97,97511,PACOA
17,17513,PÁCORA
19,19513,PADILLA
19,19517,PAEZ
15,15514,PÁEZ
41,41518,PAICOL
20,20517,PAILITAS
25,25518,PAIME
15,15516,PAIPA
15,15518,PAJARITO
41,41524,PALERMO
17,17524,PALESTINA
41,41530,PALESTINA
68,68522,PALMAR
08,08520,PALMAR DE VARELA
68,68524,PALMAS DEL SOCORRO
76,76520,PALMIRA
70,70523,PALMITO
73,73520,PALOCABILDO
54,54518,PAMPLONA
54,54520,PAMPLONITA
94,94887,PANA PANA
25,25524,PANDI
15,15522,PANQUEBA
97,97777,PAPUNAUA
68,68533,PÁRAMO
25,25530,PARATEBUENO
25,25535,PASCA
52,52001,PASTO
19,19532,PATÍA
15,15531,PAUNA
15,15533,PAYA
85,85250,PAZ DE ARIPORO
15,15537,PAZ DE RÍO
47,47541,PEDRAZA
20,20550,PELAYA
17,17541,PENSILVANIA
05,05541,PEÑOL
05,05543,PEQUE
66,66001,PEREIRA
15,15542,PESCA
19,19533,PIAMONTE
68,68547,PIEDECUESTA
73,73547,PIEDRAS
19,19548,PIENDAMÓ
63,63548,PIJAO
47,47545,PIJIÑO DEL CARMEN
68,68549,PINCHOTE
13,13549,PINILLOS
08,08549,PIOJÓ
15,15550,PISBA
41,41548,PITAL
41,41551,PITALITO
47,47551,PIVIJAY
73,73555,PLANADAS
23,23555,PLANETA RICA
47,47555,PLATO
52,52540,POLICARPA
08,08558,POLONUEVO
08,08560,PONEDERA
19,19001,POPAYÁN
85,85263,PORE
52,52560,POTOSÍ
76,76563,PRADERA
73,73563,PRADO
52,52565,PROVIDENCIA
88,88564,PROVIDENCIA
20,20570,PUEBLO BELLO
23,23570,PUEBLO NUEVO
66,66572,PUEBLO RICO
05,05576,PUEBLORRICO
47,47570,PUEBLOVIEJO
68,68572,PUENTE NACIONAL
52,52573,PUERRES
91,91530,PUERTO ALEGRÍA
91,91536,PUERTO ARICA
86,86568,PUERTO ASÍS
05,05579,PUERTO BERRÍO
15,15572,PUERTO BOYACÁ
86,86569,PUERTO CAICEDO
99,99001,PUERTO CARREÑO
08,08573,PUERTO COLOMBIA
94,94884,PUERTO COLOMBIA
50,50450,PUERTO CONCORDIA
23,23574,PUERTO ESCONDIDO
50,50568,PUERTO GAITÁN
86,86571,PUERTO GUZMÁN
23,23580,PUERTO LIBERTADOR
50,50577,PUERTO LLERAS
50,50573,PUERTO LÓPEZ
05,05585,PUERTO NARE
91,91540,PUERTO NARIÑO
68,68573,PUERTO PARRA
18,18592,PUERTO RICO
50,50590,PUERTO RICO
81,81591,PUERTO RONDÓN
25,25572,PUERTO SALGAR
54,54553,PUERTO SANTANDER
91,91669,PUERTO SANTANDER
19,19573,PUERTO TEJADA
05,05591,PUERTO TRIUNFO
68,68575,PUERTO WILCHES
25,25580,PULÍ
52,52585,PUPIALES
19,19585,PURACÉ
73,73585,PURIFICACIÓN
23,23586,PURÍSIMA
25,25592,QUEBRADANEGRA
25,25594,QUETAME
27,27001,QUIBDÓ
63,63594,QUIMBAYA
66,66594,QUINCHÍA
15,15580,QUÍPAMA
25,25596,QUIPILE
54,54599,RAGONVALIA
15,15599,RAMIRIQUÍ
15,15600,RÁQUIRA
85,85279,RECETOR
13,13580,REGIDOR
05,05604,REMEDIOS
47,47605,REMOLINO
08,08606,REPELÓN
50,50606,RESTREPO
76,76606,RESTREPO
05,05607,RETIRO
25,25612,RICAURTE
52,52612,RICAURTE
20,20614,RÍO DE ORO
27,27580,RÍO IRO
27,27600,RÍO QUITO
13,13600,RÍO VIEJO
73,73616,RIOBLANCO
76,76616,RIOFRÍO
44,44001,RIOHACHA
05,05615,RIONEGRO
68,68615,RIONEGRO
17,17614,RIOSUCIO
27,27615,RIOSUCIO
17,17616,RISARALDA
41,41615,RIVERA
52,52621,ROBERTO PAYÁN
76,76622,ROLDANILLO
73,73622,RONCESVALLES
15,15621,RONDÓN
19,19622,ROSAS
73,73624,ROVIRA
68,68655,SABANA DE TORRES
08,08634,SABANAGRANDE
05,05628,SABANALARGA
08,08638,SABANALARGA
85,85300,SABANALARGA
47,47660,SABANAS DE SAN ANGEL
05,05631,SABANETA
15,15632,SABOYÁ
85,85315,SÁCAMA
15,15638,SÁCHICA
23,23660,SAHAGÚN
41,41660,SALADOBLANCO
17,17653,SALAMINA
47,47675,SALAMINA
54,54660,SALAZAR
73,73671,SALDAÑA
63,63690,SALENTO
05,05642,SALGAR
15,15646,SAMACÁ
17,17662,SAMANÁ
52,52678,SAMANIEGO
70,70670,SAMPUÉS
41,41668,SAN AGUSTÍN
20,20710,SAN ALBERTO
05,05647,SAN ANDRÉS
68,68669,SAN ANDRÉS
88,88001,SAN ANDRÉS
23,23670,SAN ANDRÉS SOTAVENTO
23,23672,SAN ANTERO
73,73675,SAN ANTONIO
25,25645,SAN ANTONIO DEL TEQUENDAMA
68,68673,SAN BENITO
70,70678,SAN BENITO ABAD
25,25649,SAN BERNARDO
52,52685,SAN BERNARDO
23,23675,SAN BERNARDO DEL VIENTO
54,54670,SAN CALIXTO
05,05649,SAN CARLOS
23,23678,SAN CARLOS
50,50680,SAN CARLOS DE GUAROA
25,25653,SAN CAYETANO
54,54673,SAN CAYETANO
13,13620,SAN CRISTÓBAL
20,20750,SAN DIEGO
15,15660,SAN EDUARDO
13,13647,SAN ESTANISLAO
94,94883,SAN FELIPE
13,13650,SAN FERNANDO
05,05652,SAN FRANCISCO
25,25658,SAN FRANCISCO
86,86755,SAN FRANCISCO
68,68679,SAN GIL
13,13654,SAN JACINTO
13,13655,SAN JACINTO DEL CAUCA
05,05656,SAN JERÓNIMO
68,68682,SAN JOAQUÍN
17,17665,SAN JOSÉ
05,05658,SAN JOSÉ DE LA MONTAÑA
68,68684,SAN JOSÉ DE MIRANDA
15,15664,SAN JOSÉ DE PARE
18,18610,SAN JOSÉ DEL FRAGUA
95,95001,SAN JOSÉ DEL GUAVIARE
27,27660,SAN JOSÉ DEL PALMAR
50,50683,SAN JUAN DE ARAMA
70,70702,SAN JUAN DE BETULIA
25,25662,SAN JUAN DE RÍO SECO
05,05659,SAN JUAN DE URABÁ
44,44650,SAN JUAN DEL CESAR
13,13657,SAN JUAN NEPOMUCENO
50,50686,SAN JUANITO
52,52687,SAN LORENZO
05,05660,SAN LUIS
73,73678,SAN LUIS
15,15667,SAN LUIS DE GACENO
85,85325,SAN LUIS DE PALENQUE
70,70708,SAN MARCOS
20,20770,SAN MARTÍN
50,50689,SAN MARTÍN
13,13667,SAN MARTÍN DE LOBA
15,15673,SAN MATEO
68,68686,SAN MIGUEL
86,86757,SAN MIGUEL
15,15676,SAN MIGUEL DE SEMA
70,70713,SAN ONOFRE
13,13670,SAN PABLO
52,52693,SAN PABLO
15,15681,SAN PABLO DE BORBUR
05,05664,SAN PEDRO
70,70717,SAN PEDRO
76,76670,SAN PEDRO
52,52694,SAN PEDRO DE CARTAGO
05,05665,SAN PEDRO DE URABA
23,23686,SAN PELAYO
05,05667,SAN RAFAEL
05,05670,SAN ROQUE
19,19693,SAN SEBASTIÁN
47,47692,SAN SEBASTIÁN DE BUENAVISTA
05,05674,SAN VICENTE
68,68689,SAN VICENTE DE CHUCURÍ
18,18753,SAN VICENTE DEL CAGUÁN
47,47703,SAN ZENÓN
52,52683,SANDONÁ
47,47707,SANTA ANA
05,05679,SANTA BÁRBARA
52,52696,SANTA BÁRBARA
68,68705,SANTA BÁRBARA
47,47720,SANTA BÁRBARA DE PINTO
13,13673,SANTA CATALINA
68,68720,SANTA HELENA DEL OPÓN
73,73686,SANTA ISABEL
08,08675,SANTA LUCÍA
15,15690,SANTA MARÍA
41,41676,SANTA MARÍA
47,47001,SANTA MARTA
13,13683,SANTA ROSA
19,19701,SANTA ROSA
66,66682,SANTA ROSA DE CABAL
05,05686,SANTA ROSA DE OSOS
15,15693,SANTA ROSA DE VITERBO
13,13688,SANTA ROSA DEL SUR
99,99624,SANTA ROSALÍA
15,15696,SANTA SOFÍA
52,52699,SANTACRUZ
05,05042,SANTAFÉ DE ANTIOQUIA
15,15686,SANTANA
19,19698,SANTANDER DE QUILICHAO
54,54680,SANTIAGO
86,86760,SANTIAGO
70,70820,SANTIAGO DE TOLÚ
05,05690,SANTO DOMINGO
08,08685,SANTO TOMÁS
66,66687,SANTUARIO
52,52720,SAPUYES
81,81736,SARAVENA
54,54720,SARDINATA
25,25718,SASAIMA
15,15720,SATIVANORTE
15,15723,SATIVASUR
05,05736,SEGOVIA
25,25736,SESQUILÉ
76,76736,SEVILLA
15,15740,SIACHOQUE
25,25740,SIBATÉ
86,86749,SIBUNDOY
54,54743,SILOS
25,25743,SILVANIA
19,19743,SILVIA
68,68745,SIMACOTA
25,25745,SIMIJACA
13,13744,SIMITÍ
70,70742,SINCÉ
70,70001,SINCELEJO
27,27745,SIPÍ
47,47745,SITIONUEVO
25,25754,SOACHA
15,15753,SOATÁ
15,15757,SOCHA
68,68755,SOCORRO
15,15755,SOCOTÁ
15,15759,SOGAMOSO
18,18756,SOLANO
08,08758,SOLEDAD
18,18785,SOLITA
15,15761,SOMONDOCO
05,05756,SONSON
05,05761,SOPETRÁN
13,13760,SOPLAVIENTO
25,25758,SOPÓ
15,15762,SORA
15,15764,SORACÁ
15,15763,SOTAQUIRÁ
19,19760,SOTARA
68,68770,SUAITA
08,08770,SUAN
19,19780,SUÁREZ
73,73770,SUÁREZ
41,41770,SUAZA
25,25769,SUBACHOQUE
19,19785,SUCRE
68,68773,SUCRE
70,70771,SUCRE
25,25772,SUESCA
25,25777,SUPATÁ
17,17777,SUPÍA
68,68780,SURATÁ
25,25779,SUSA
15,15774,SUSACÓN
15,15776,SUTAMARCHÁN
25,25781,SUTATAUSA
15,15778,SUTATENZA
25,25785,TABIO
27,27787,TADÓ
13,13780,TALAIGUA NUEVO
20,20787,TAMALAMEQUE
85,85400,TÁMARA
81,81794,TAME
05,05789,TÁMESIS
52,52786,TAMINANGO
52,52788,TANGUA
97,97666,TARAIRA
91,91798,TARAPACÁ
05,05790,TARAZÁ
41,41791,TARQUI
05,05792,TARSO
15,15790,TASCO
85,85410,TAURAMENA
25,25793,TAUSA
41,41799,TELLO
25,25797,TENA
47,47798,TENERIFE
25,25799,TENJO
15,15798,TENZA
54,54800,TEORAMA
41,41801,TERUEL
41,41797,TESALIA
25,25805,TIBACUY
15,15804,TIBANÁ
15,15806,TIBASOSA
25,25807,TIBIRITA
54,54810,TIBÚ
23,23807,TIERRALTA
41,41807,TIMANÁ
19,19807,TIMBÍO
19,19809,TIMBIQUÍ
15,15808,TINJACÁ
15,15810,TIPACOQUE
13,13810,TIQUISIO
05,05809,TITIRIBÍ
15,15814,TOCA
25,25815,TOCAIMA
25,25817,TOCANCIPÁ
15,15816,TOGÜÍ
05,05819,TOLEDO
54,54820,TOLEDO
70,70823,TOLÚ VIEJO
68,68820,TONA
15,15820,TÓPAGA
25,25823,TOPAIPÍ
19,19821,TORIBIO
76,76823,TORO
15,15822,TOTA
19,19824,TOTORÓ
85,85430,TRINIDAD
