11001,1,USAQUÉN
11001,2,CHAPINERO
11001,3,SANTA FÉ
11001,4,SAN CRISTOBAL
11001,5,USME
11001,6,TUNJUELITO
11001,7,BOSA
11001,8,CIUDAD KENNEDY
11001,9,FONTIBÓN
11001,10,ENGATIVA
11001,11,SUBA
11001,12,BARRIOS UNIDOS
11001,13,TEUSAQUILLO
11001,14,LOS MÁRTIRES
11001,15,ANTONIO NARIÑO
11001,16,PUENTE ARANDA
11001,17,CANDELARIA
11001,18,RAFAEL URIBE
11001,19,CIUDAD BOLÍVAR
11001,20,SUMAPÁZ
